Instance ID,Final Coin,initial_amount,DIRT_Newcost,DIRT_Normal_upgrade_cost,DIRT_Normal_speed_bonus,DIRT_Plus_upgrade_cost,DIRT_Plus_speed_bonus,DIRT_Extra_upgrade_cost,DIRT_Extra_speed_bonus,DIRT_Ultra_upgrade_cost,DIRT_Ultra_speed_bonus
1,50,100,50,20,0,60,0.05,125,0.1,0,0.2
2,40,100,50,20,0,60,0.05,125,0.1,0,0.2
3,120,100,50,20,0,60,0.05,125,0.1,0,0.2
4,30,100,50,20,0,60,0.05,125,0.1,0,0.2
5,50,100,50,20,0,60,0.05,125,0.1,0,0.2
6,80,100,50,20,0,60,0.05,125,0.1,0,0.2
7,20,100,50,20,0,60,0.05,125,0.1,0,0.2
8,80,100,50,20,0,60,0.05,125,0.1,0,0.2
9,60,100,50,20,0,60,0.05,125,0.1,0,0.2
10,70,100,50,20,0,60,0.05,125,0.1,0,0.2
11,70,100,50,20,0,60,0.05,125,0.1,0,0.2
12,30,100,50,20,0,60,0.05,125,0.1,0,0.2
13,30,100,50,20,0,60,0.05,125,0.1,0,0.2
14,40,100,50,20,0,60,0.05,125,0.1,0,0.2
15,50,100,50,20,0,60,0.05,125,0.1,0,0.2
16,90,100,50,20,0,60,0.05,125,0.1,0,0.2
17,70,100,50,20,0,60,0.05,125,0.1,0,0.2
18,30,100,50,20,0,60,0.05,125,0.1,0,0.2
19,30,100,50,20,0,60,0.05,125,0.1,0,0.2
20,120,100,50,20,0,60,0.05,125,0.1,0,0.2
21,80,100,50,20,0,60,0.05,125,0.1,0,0.2
22,60,100,50,20,0,60,0.05,125,0.1,0,0.2
23,65,100,50,20,0,60,0.05,125,0.1,0,0.2
24,0,100,50,20,0,60,0.05,125,0.1,0,0.2
25,90,100,50,20,0,60,0.05,125,0.1,0,0.2
26,70,100,50,20,0,60,0.05,125,0.1,0,0.2
27,25,100,50,20,0,60,0.05,125,0.1,0,0.2
28,70,100,50,20,0,60,0.05,125,0.1,0,0.2
29,30,100,50,20,0,60,0.05,125,0.1,0,0.2
30,50,100,50,20,0,60,0.05,125,0.1,0,0.2
