Instance ID,Final Coin,initial_amount,DIRT_Newcost,DIRT_Normal_upgrade_cost,DIRT_Normal_speed_bonus,DIRT_Plus_upgrade_cost,DIRT_Plus_speed_bonus,DIRT_Extra_upgrade_cost,DIRT_Extra_speed_bonus,DIRT_Ultra_upgrade_cost,DIRT_Ultra_speed_bonus
1,150,100,50,20,0.02,60,0.05,125,0.1,0,0.2
2,70,100,50,20,0.02,60,0.05,125,0.1,0,0.2
3,50,100,50,20,0.02,60,0.05,125,0.1,0,0.2
4,90,100,50,20,0.02,60,0.05,125,0.1,0,0.2
5,130,100,50,20,0.02,60,0.05,125,0.1,0,0.2
6,50,100,50,20,0.02,60,0.05,125,0.1,0,0.2
7,60,100,50,20,0.02,60,0.05,125,0.1,0,0.2
8,80,100,50,20,0.02,60,0.05,125,0.1,0,0.2
9,30,100,50,20,0.02,60,0.05,125,0.1,0,0.2
10,70,100,50,20,0.02,60,0.05,125,0.1,0,0.2
11,70,100,50,20,0.02,60,0.05,125,0.1,0,0.2
12,80,100,50,20,0.02,60,0.05,125,0.1,0,0.2
13,60,100,50,20,0.02,60,0.05,125,0.1,0,0.2
14,30,100,50,20,0.02,60,0.05,125,0.1,0,0.2
15,60,100,50,20,0.02,60,0.05,125,0.1,0,0.2
16,110,100,50,20,0.02,60,0.05,125,0.1,0,0.2
17,80,100,50,20,0.02,60,0.05,125,0.1,0,0.2
18,100,100,50,20,0.02,60,0.05,125,0.1,0,0.2
19,80,100,50,20,0.02,60,0.05,125,0.1,0,0.2
20,80,100,50,20,0.02,60,0.05,125,0.1,0,0.2
21,80,100,50,20,0.02,60,0.05,125,0.1,0,0.2
22,160,100,50,20,0.02,60,0.05,125,0.1,0,0.2
23,70,100,50,20,0.02,60,0.05,125,0.1,0,0.2
24,40,100,50,20,0.02,60,0.05,125,0.1,0,0.2
25,100,100,50,20,0.02,60,0.05,125,0.1,0,0.2
26,50,100,50,20,0.02,60,0.05,125,0.1,0,0.2
27,50,100,50,20,0.02,60,0.05,125,0.1,0,0.2
28,50,100,50,20,0.02,60,0.05,125,0.1,0,0.2
29,90,100,50,20,0.02,60,0.05,125,0.1,0,0.2
30,150,100,50,20,0.02,60,0.05,125,0.1,0,0.2
