Instance ID,Final Coin,initial_amount,DIRT_Newcost,DIRT_Normal_upgrade_cost,DIRT_Normal_speed_bonus,DIRT_Plus_upgrade_cost,DIRT_Plus_speed_bonus,DIRT_Extra_upgrade_cost,DIRT_Extra_speed_bonus,DIRT_Ultra_upgrade_cost,DIRT_Ultra_speed_bonus
1,80,100,50,20,0.04,60,0.05,125,0.1,0,0.2
2,10,100,50,20,0.04,60,0.05,125,0.1,0,0.2
3,140,100,50,20,0.04,60,0.05,125,0.1,0,0.2
4,90,100,50,20,0.04,60,0.05,125,0.1,0,0.2
5,50,100,50,20,0.04,60,0.05,125,0.1,0,0.2
6,110,100,50,20,0.04,60,0.05,125,0.1,0,0.2
7,80,100,50,20,0.04,60,0.05,125,0.1,0,0.2
8,110,100,50,20,0.04,60,0.05,125,0.1,0,0.2
9,50,100,50,20,0.04,60,0.05,125,0.1,0,0.2
10,70,100,50,20,0.04,60,0.05,125,0.1,0,0.2
11,100,100,50,20,0.04,60,0.05,125,0.1,0,0.2
12,120,100,50,20,0.04,60,0.05,125,0.1,0,0.2
13,70,100,50,20,0.04,60,0.05,125,0.1,0,0.2
14,60,100,50,20,0.04,60,0.05,125,0.1,0,0.2
15,80,100,50,20,0.04,60,0.05,125,0.1,0,0.2
16,30,100,50,20,0.04,60,0.05,125,0.1,0,0.2
17,90,100,50,20,0.04,60,0.05,125,0.1,0,0.2
18,20,100,50,20,0.04,60,0.05,125,0.1,0,0.2
19,80,100,50,20,0.04,60,0.05,125,0.1,0,0.2
20,60,100,50,20,0.04,60,0.05,125,0.1,0,0.2
21,110,100,50,20,0.04,60,0.05,125,0.1,0,0.2
22,60,100,50,20,0.04,60,0.05,125,0.1,0,0.2
23,110,100,50,20,0.04,60,0.05,125,0.1,0,0.2
24,100,100,50,20,0.04,60,0.05,125,0.1,0,0.2
25,60,100,50,20,0.04,60,0.05,125,0.1,0,0.2
26,60,100,50,20,0.04,60,0.05,125,0.1,0,0.2
27,10,100,50,20,0.04,60,0.05,125,0.1,0,0.2
28,30,100,50,20,0.04,60,0.05,125,0.1,0,0.2
29,30,100,50,20,0.04,60,0.05,125,0.1,0,0.2
30,55,100,50,20,0.04,60,0.05,125,0.1,0,0.2
