Instance ID,Final Coin,initial_amount,DIRT_Newcost,DIRT_Normal_upgrade_cost,DIRT_Normal_speed_bonus,DIRT_Plus_upgrade_cost,DIRT_Plus_speed_bonus,DIRT_Extra_upgrade_cost,DIRT_Extra_speed_bonus,DIRT_Ultra_upgrade_cost,DIRT_Ultra_speed_bonus
1,120,100,50,20,0.01,60,0.05,125,0.1,0,0.2
2,60,100,50,20,0.01,60,0.05,125,0.1,0,0.2
3,120,100,50,20,0.01,60,0.05,125,0.1,0,0.2
4,80,100,50,20,0.01,60,0.05,125,0.1,0,0.2
5,80,100,50,20,0.01,60,0.05,125,0.1,0,0.2
6,10,100,50,20,0.01,60,0.05,125,0.1,0,0.2
7,70,100,50,20,0.01,60,0.05,125,0.1,0,0.2
8,60,100,50,20,0.01,60,0.05,125,0.1,0,0.2
9,80,100,50,20,0.01,60,0.05,125,0.1,0,0.2
10,90,100,50,20,0.01,60,0.05,125,0.1,0,0.2
11,30,100,50,20,0.01,60,0.05,125,0.1,0,0.2
12,90,100,50,20,0.01,60,0.05,125,0.1,0,0.2
13,40,100,50,20,0.01,60,0.05,125,0.1,0,0.2
14,100,100,50,20,0.01,60,0.05,125,0.1,0,0.2
15,110,100,50,20,0.01,60,0.05,125,0.1,0,0.2
16,60,100,50,20,0.01,60,0.05,125,0.1,0,0.2
17,100,100,50,20,0.01,60,0.05,125,0.1,0,0.2
18,110,100,50,20,0.01,60,0.05,125,0.1,0,0.2
19,5,100,50,20,0.01,60,0.05,125,0.1,0,0.2
20,40,100,50,20,0.01,60,0.05,125,0.1,0,0.2
21,30,100,50,20,0.01,60,0.05,125,0.1,0,0.2
22,40,100,50,20,0.01,60,0.05,125,0.1,0,0.2
23,90,100,50,20,0.01,60,0.05,125,0.1,0,0.2
24,120,100,50,20,0.01,60,0.05,125,0.1,0,0.2
25,60,100,50,20,0.01,60,0.05,125,0.1,0,0.2
26,120,100,50,20,0.01,60,0.05,125,0.1,0,0.2
27,40,100,50,20,0.01,60,0.05,125,0.1,0,0.2
28,80,100,50,20,0.01,60,0.05,125,0.1,0,0.2
29,75,100,50,20,0.01,60,0.05,125,0.1,0,0.2
30,100,100,50,20,0.01,60,0.05,125,0.1,0,0.2
