Instance ID,Final Coin,initial_amount,DIRT_Newcost,DIRT_Normal_upgrade_cost,DIRT_Normal_speed_bonus,DIRT_Plus_upgrade_cost,DIRT_Plus_speed_bonus,DIRT_Extra_upgrade_cost,DIRT_Extra_speed_bonus,DIRT_Ultra_upgrade_cost,DIRT_Ultra_speed_bonus
1,0,300,50,20,0,60,0.05,125,0.1,0,0.2
2,0,300,50,20,0,60,0.05,125,0.1,0,0.2
3,0,300,50,20,0,60,0.05,125,0.1,0,0.2
4,0,300,50,20,0,60,0.05,125,0.1,0,0.2
5,0,300,50,20,0,60,0.05,125,0.1,0,0.2
6,90,300,50,20,0,60,0.05,125,0.1,0,0.2
7,30,300,50,20,0,60,0.05,125,0.1,0,0.2
8,0,300,50,20,0,60,0.05,125,0.1,0,0.2
9,0,300,50,20,0,60,0.05,125,0.1,0,0.2
10,0,300,50,20,0,60,0.05,125,0.1,0,0.2
11,0,300,50,20,0,60,0.05,125,0.1,0,0.2
12,80,300,50,20,0,60,0.05,125,0.1,0,0.2
13,0,300,50,20,0,60,0.05,125,0.1,0,0.2
14,30,300,50,20,0,60,0.05,125,0.1,0,0.2
15,0,300,50,20,0,60,0.05,125,0.1,0,0.2
16,0,300,50,20,0,60,0.05,125,0.1,0,0.2
17,30,300,50,20,0,60,0.05,125,0.1,0,0.2
18,60,300,50,20,0,60,0.05,125,0.1,0,0.2
19,90,300,50,20,0,60,0.05,125,0.1,0,0.2
20,0,300,50,20,0,60,0.05,125,0.1,0,0.2
