Instance ID,Final Coin,initial_amount,DIRT_Newcost,DIRT_Normal_upgrade_cost,DIRT_Normal_speed_bonus,DIRT_Plus_upgrade_cost,DIRT_Plus_speed_bonus,DIRT_Extra_upgrade_cost,DIRT_Extra_speed_bonus,DIRT_Ultra_upgrade_cost,DIRT_Ultra_speed_bonus
1,100,100,50,20,0,60,0.05,125,0.1,0,0.2
2,30,100,50,20,0,60,0.05,125,0.1,0,0.2
3,60,100,50,20,0,60,0.05,125,0.1,0,0.2
4,20,100,50,20,0,60,0.05,125,0.1,0,0.2
5,110,100,50,20,0,60,0.05,125,0.1,0,0.2
6,70,100,50,20,0,60,0.05,125,0.1,0,0.2
7,100,100,50,20,0,60,0.05,125,0.1,0,0.2
8,110,100,50,20,0,60,0.05,125,0.1,0,0.2
9,30,100,50,20,0,60,0.05,125,0.1,0,0.2
10,120,100,50,20,0,60,0.05,125,0.1,0,0.2
11,70,100,50,20,0,60,0.05,125,0.1,0,0.2
12,50,100,50,20,0,60,0.05,125,0.1,0,0.2
13,120,100,50,20,0,60,0.05,125,0.1,0,0.2
14,30,100,50,20,0,60,0.05,125,0.1,0,0.2
15,40,100,50,20,0,60,0.05,125,0.1,0,0.2
16,30,100,50,20,0,60,0.05,125,0.1,0,0.2
17,50,100,50,20,0,60,0.05,125,0.1,0,0.2
18,70,100,50,20,0,60,0.05,125,0.1,0,0.2
19,110,100,50,20,0,60,0.05,125,0.1,0,0.2
20,40,100,50,20,0,60,0.05,125,0.1,0,0.2
21,40,100,50,20,0,60,0.05,125,0.1,0,0.2
22,100,100,50,20,0,60,0.05,125,0.1,0,0.2
23,90,100,50,20,0,60,0.05,125,0.1,0,0.2
24,30,100,50,20,0,60,0.05,125,0.1,0,0.2
25,50,100,50,20,0,60,0.05,125,0.1,0,0.2
26,40,100,50,20,0,60,0.05,125,0.1,0,0.2
27,120,100,50,20,0,60,0.05,125,0.1,0,0.2
28,30,100,50,20,0,60,0.05,125,0.1,0,0.2
29,20,100,50,20,0,60,0.05,125,0.1,0,0.2
30,100,100,50,20,0,60,0.05,125,0.1,0,0.2
