Instance ID,Final Coin,initial_amount,DIRT_Newcost,DIRT_Normal_upgrade_cost,DIRT_Normal_speed_bonus,DIRT_Plus_upgrade_cost,DIRT_Plus_speed_bonus,DIRT_Extra_upgrade_cost,DIRT_Extra_speed_bonus,DIRT_Ultra_upgrade_cost,DIRT_Ultra_speed_bonus
1,70,100,50,20,0,60,0.05,125,0.1,0,0.2
2,40,100,50,20,0,60,0.05,125,0.1,0,0.2
3,20,100,50,20,0,60,0.05,125,0.1,0,0.2
4,80,100,50,20,0,60,0.05,125,0.1,0,0.2
5,90,100,50,20,0,60,0.05,125,0.1,0,0.2
6,90,100,50,20,0,60,0.05,125,0.1,0,0.2
7,80,100,50,20,0,60,0.05,125,0.1,0,0.2
8,80,100,50,20,0,60,0.05,125,0.1,0,0.2
9,120,100,50,20,0,60,0.05,125,0.1,0,0.2
10,100,100,50,20,0,60,0.05,125,0.1,0,0.2
11,130,100,50,20,0,60,0.05,125,0.1,0,0.2
12,40,100,50,20,0,60,0.05,125,0.1,0,0.2
13,70,100,50,20,0,60,0.05,125,0.1,0,0.2
14,30,100,50,20,0,60,0.05,125,0.1,0,0.2
15,150,100,50,20,0,60,0.05,125,0.1,0,0.2
16,90,100,50,20,0,60,0.05,125,0.1,0,0.2
17,60,100,50,20,0,60,0.05,125,0.1,0,0.2
18,80,100,50,20,0,60,0.05,125,0.1,0,0.2
19,20,100,50,20,0,60,0.05,125,0.1,0,0.2
20,30,100,50,20,0,60,0.05,125,0.1,0,0.2
21,70,100,50,20,0,60,0.05,125,0.1,0,0.2
22,10,100,50,20,0,60,0.05,125,0.1,0,0.2
23,80,100,50,20,0,60,0.05,125,0.1,0,0.2
24,80,100,50,20,0,60,0.05,125,0.1,0,0.2
25,40,100,50,20,0,60,0.05,125,0.1,0,0.2
26,130,100,50,20,0,60,0.05,125,0.1,0,0.2
27,40,100,50,20,0,60,0.05,125,0.1,0,0.2
28,80,100,50,20,0,60,0.05,125,0.1,0,0.2
29,90,100,50,20,0,60,0.05,125,0.1,0,0.2
30,90,100,50,20,0,60,0.05,125,0.1,0,0.2
