Instance ID,Final Coin,initial_amount,DIRT_Newcost,DIRT_Normal_upgrade_cost,DIRT_Normal_speed_bonus,DIRT_Plus_upgrade_cost,DIRT_Plus_speed_bonus,DIRT_Extra_upgrade_cost,DIRT_Extra_speed_bonus,DIRT_Ultra_upgrade_cost,DIRT_Ultra_speed_bonus
1,20,100,50,20,0,60,0.05,135,0.1,0,0.2
2,60,100,50,20,0,60,0.05,135,0.1,0,0.2
3,30,100,50,20,0,60,0.05,135,0.1,0,0.2
4,120,100,50,20,0,60,0.05,135,0.1,0,0.2
5,60,100,50,20,0,60,0.05,135,0.1,0,0.2
6,100,100,50,20,0,60,0.05,135,0.1,0,0.2
7,80,100,50,20,0,60,0.05,135,0.1,0,0.2
8,90,100,50,20,0,60,0.05,135,0.1,0,0.2
9,40,100,50,20,0,60,0.05,135,0.1,0,0.2
10,90,100,50,20,0,60,0.05,135,0.1,0,0.2
11,50,100,50,20,0,60,0.05,135,0.1,0,0.2
12,25,100,50,20,0,60,0.05,135,0.1,0,0.2
13,140,100,50,20,0,60,0.05,135,0.1,0,0.2
14,110,100,50,20,0,60,0.05,135,0.1,0,0.2
15,50,100,50,20,0,60,0.05,135,0.1,0,0.2
16,30,100,50,20,0,60,0.05,135,0.1,0,0.2
17,30,100,50,20,0,60,0.05,135,0.1,0,0.2
18,50,100,50,20,0,60,0.05,135,0.1,0,0.2
19,50,100,50,20,0,60,0.05,135,0.1,0,0.2
20,140,100,50,20,0,60,0.05,135,0.1,0,0.2
21,30,100,50,20,0,60,0.05,135,0.1,0,0.2
22,100,100,50,20,0,60,0.05,135,0.1,0,0.2
23,140,100,50,20,0,60,0.05,135,0.1,0,0.2
24,110,100,50,20,0,60,0.05,135,0.1,0,0.2
25,60,100,50,20,0,60,0.05,135,0.1,0,0.2
26,120,100,50,20,0,60,0.05,135,0.1,0,0.2
27,80,100,50,20,0,60,0.05,135,0.1,0,0.2
28,100,100,50,20,0,60,0.05,135,0.1,0,0.2
29,60,100,50,20,0,60,0.05,135,0.1,0,0.2
30,30,100,50,20,0,60,0.05,135,0.1,0,0.2
