Instance ID,Final Coin,initial_amount,DIRT_Newcost,DIRT_Normal_upgrade_cost,DIRT_Normal_speed_bonus,DIRT_Plus_upgrade_cost,DIRT_Plus_speed_bonus,DIRT_Extra_upgrade_cost,DIRT_Extra_speed_bonus,DIRT_Ultra_upgrade_cost,DIRT_Ultra_speed_bonus
1,40,100,50,20,0,60,0.05,115,0.1,0,0.2
2,100,100,50,20,0,60,0.05,115,0.1,0,0.2
3,70,100,50,20,0,60,0.05,115,0.1,0,0.2
4,60,100,50,20,0,60,0.05,115,0.1,0,0.2
5,70,100,50,20,0,60,0.05,115,0.1,0,0.2
6,30,100,50,20,0,60,0.05,115,0.1,0,0.2
7,60,100,50,20,0,60,0.05,115,0.1,0,0.2
8,10,100,50,20,0,60,0.05,115,0.1,0,0.2
9,60,100,50,20,0,60,0.05,115,0.1,0,0.2
10,90,100,50,20,0,60,0.05,115,0.1,0,0.2
11,100,100,50,20,0,60,0.05,115,0.1,0,0.2
12,30,100,50,20,0,60,0.05,115,0.1,0,0.2
13,70,100,50,20,0,60,0.05,115,0.1,0,0.2
14,90,100,50,20,0,60,0.05,115,0.1,0,0.2
15,30,100,50,20,0,60,0.05,115,0.1,0,0.2
16,20,100,50,20,0,60,0.05,115,0.1,0,0.2
17,60,100,50,20,0,60,0.05,115,0.1,0,0.2
18,50,100,50,20,0,60,0.05,115,0.1,0,0.2
19,100,100,50,20,0,60,0.05,115,0.1,0,0.2
20,110,100,50,20,0,60,0.05,115,0.1,0,0.2
21,0,100,50,20,0,60,0.05,115,0.1,0,0.2
22,180,100,50,20,0,60,0.05,115,0.1,0,0.2
23,90,100,50,20,0,60,0.05,115,0.1,0,0.2
24,90,100,50,20,0,60,0.05,115,0.1,0,0.2
25,30,100,50,20,0,60,0.05,115,0.1,0,0.2
26,20,100,50,20,0,60,0.05,115,0.1,0,0.2
27,70,100,50,20,0,60,0.05,115,0.1,0,0.2
28,40,100,50,20,0,60,0.05,115,0.1,0,0.2
29,80,100,50,20,0,60,0.05,115,0.1,0,0.2
30,20,100,50,20,0,60,0.05,115,0.1,0,0.2
