Instance ID,Final Coin,initial_amount,DIRT_Newcost,DIRT_Normal_upgrade_cost,DIRT_Normal_speed_bonus,DIRT_Plus_upgrade_cost,DIRT_Plus_speed_bonus,DIRT_Extra_upgrade_cost,DIRT_Extra_speed_bonus,DIRT_Ultra_upgrade_cost,DIRT_Ultra_speed_bonus
1,150,100,50,20,0,65,0.05,125,0.1,0,0.2
2,150,100,50,20,0,65,0.05,125,0.1,0,0.2
3,135,100,50,20,0,65,0.05,125,0.1,0,0.2
4,65,100,50,20,0,65,0.05,125,0.1,0,0.2
5,40,100,50,20,0,65,0.05,125,0.1,0,0.2
6,70,100,50,20,0,65,0.05,125,0.1,0,0.2
7,60,100,50,20,0,65,0.05,125,0.1,0,0.2
8,90,100,50,20,0,65,0.05,125,0.1,0,0.2
9,40,100,50,20,0,65,0.05,125,0.1,0,0.2
10,70,100,50,20,0,65,0.05,125,0.1,0,0.2
11,100,100,50,20,0,65,0.05,125,0.1,0,0.2
12,90,100,50,20,0,65,0.05,125,0.1,0,0.2
13,75,100,50,20,0,65,0.05,125,0.1,0,0.2
14,75,100,50,20,0,65,0.05,125,0.1,0,0.2
15,70,100,50,20,0,65,0.05,125,0.1,0,0.2
16,60,100,50,20,0,65,0.05,125,0.1,0,0.2
17,40,100,50,20,0,65,0.05,125,0.1,0,0.2
18,40,100,50,20,0,65,0.05,125,0.1,0,0.2
19,45,100,50,20,0,65,0.05,125,0.1,0,0.2
20,75,100,50,20,0,65,0.05,125,0.1,0,0.2
21,60,100,50,20,0,65,0.05,125,0.1,0,0.2
22,85,100,50,20,0,65,0.05,125,0.1,0,0.2
23,75,100,50,20,0,65,0.05,125,0.1,0,0.2
24,10,100,50,20,0,65,0.05,125,0.1,0,0.2
25,130,100,50,20,0,65,0.05,125,0.1,0,0.2
26,45,100,50,20,0,65,0.05,125,0.1,0,0.2
27,70,100,50,20,0,65,0.05,125,0.1,0,0.2
28,105,100,50,20,0,65,0.05,125,0.1,0,0.2
29,25,100,50,20,0,65,0.05,125,0.1,0,0.2
30,25,100,50,20,0,65,0.05,125,0.1,0,0.2
