Instance ID,Final Coin,initial_amount,DIRT_Newcost,DIRT_Normal_upgrade_cost,DIRT_Normal_speed_bonus,DIRT_Plus_upgrade_cost,DIRT_Plus_speed_bonus,DIRT_Extra_upgrade_cost,DIRT_Extra_speed_bonus,DIRT_Ultra_upgrade_cost,DIRT_Ultra_speed_bonus
1,85,100,50,15,0,60,0.05,125,0.1,0,0.2
2,45,100,50,15,0,60,0.05,125,0.1,0,0.2
3,125,100,50,15,0,60,0.05,125,0.1,0,0.2
4,120,100,50,15,0,60,0.05,125,0.1,0,0.2
5,135,100,50,15,0,60,0.05,125,0.1,0,0.2
6,115,100,50,15,0,60,0.05,125,0.1,0,0.2
7,70,100,50,15,0,60,0.05,125,0.1,0,0.2
8,45,100,50,15,0,60,0.05,125,0.1,0,0.2
9,160,100,50,15,0,60,0.05,125,0.1,0,0.2
10,115,100,50,15,0,60,0.05,125,0.1,0,0.2
11,80,100,50,15,0,60,0.05,125,0.1,0,0.2
12,200,100,50,15,0,60,0.05,125,0.1,0,0.2
13,140,100,50,15,0,60,0.05,125,0.1,0,0.2
14,50,100,50,15,0,60,0.05,125,0.1,0,0.2
15,80,100,50,15,0,60,0.05,125,0.1,0,0.2
16,55,100,50,15,0,60,0.05,125,0.1,0,0.2
17,20,100,50,15,0,60,0.05,125,0.1,0,0.2
18,95,100,50,15,0,60,0.05,125,0.1,0,0.2
19,5,100,50,15,0,60,0.05,125,0.1,0,0.2
20,35,100,50,15,0,60,0.05,125,0.1,0,0.2
21,85,100,50,15,0,60,0.05,125,0.1,0,0.2
22,35,100,50,15,0,60,0.05,125,0.1,0,0.2
23,95,100,50,15,0,60,0.05,125,0.1,0,0.2
24,95,100,50,15,0,60,0.05,125,0.1,0,0.2
25,120,100,50,15,0,60,0.05,125,0.1,0,0.2
26,130,100,50,15,0,60,0.05,125,0.1,0,0.2
27,35,100,50,15,0,60,0.05,125,0.1,0,0.2
28,130,100,50,15,0,60,0.05,125,0.1,0,0.2
29,30,100,50,15,0,60,0.05,125,0.1,0,0.2
30,105,100,50,15,0,60,0.05,125,0.1,0,0.2
