Instance ID,Final Coin,initial_amount,DIRT_Newcost,DIRT_Normal_upgrade_cost,DIRT_Normal_speed_bonus,DIRT_Plus_upgrade_cost,DIRT_Plus_speed_bonus,DIRT_Extra_upgrade_cost,DIRT_Extra_speed_bonus,DIRT_Ultra_upgrade_cost,DIRT_Ultra_speed_bonus
1,40,100,50,20,0,60,0.05,125,0.1,0,0.2
2,90,100,50,20,0,60,0.05,125,0.1,0,0.2
3,85,100,50,20,0,60,0.05,125,0.1,0,0.2
4,80,100,50,20,0,60,0.05,125,0.1,0,0.2
5,10,100,50,20,0,60,0.05,125,0.1,0,0.2
6,55,100,50,20,0,60,0.05,125,0.1,0,0.2
7,40,100,50,20,0,60,0.05,125,0.1,0,0.2
8,60,100,50,20,0,60,0.05,125,0.1,0,0.2
9,10,100,50,20,0,60,0.05,125,0.1,0,0.2
10,30,100,50,20,0,60,0.05,125,0.1,0,0.2
11,100,100,50,20,0,60,0.05,125,0.1,0,0.2
12,70,100,50,20,0,60,0.05,125,0.1,0,0.2
13,90,100,50,20,0,60,0.05,125,0.1,0,0.2
14,90,100,50,20,0,60,0.05,125,0.1,0,0.2
15,130,100,50,20,0,60,0.05,125,0.1,0,0.2
16,75,100,50,20,0,60,0.05,125,0.1,0,0.2
17,100,100,50,20,0,60,0.05,125,0.1,0,0.2
18,70,100,50,20,0,60,0.05,125,0.1,0,0.2
19,100,100,50,20,0,60,0.05,125,0.1,0,0.2
20,60,100,50,20,0,60,0.05,125,0.1,0,0.2
21,100,100,50,20,0,60,0.05,125,0.1,0,0.2
22,70,100,50,20,0,60,0.05,125,0.1,0,0.2
23,30,100,50,20,0,60,0.05,125,0.1,0,0.2
24,30,100,50,20,0,60,0.05,125,0.1,0,0.2
25,80,100,50,20,0,60,0.05,125,0.1,0,0.2
26,80,100,50,20,0,60,0.05,125,0.1,0,0.2
27,60,100,50,20,0,60,0.05,125,0.1,0,0.2
28,70,100,50,20,0,60,0.05,125,0.1,0,0.2
29,0,100,50,20,0,60,0.05,125,0.1,0,0.2
30,110,100,50,20,0,60,0.05,125,0.1,0,0.2
