Instance ID,Final Coin,initial_amount,DIRT_Newcost,DIRT_Normal_upgrade_cost,DIRT_Normal_speed_bonus,DIRT_Plus_upgrade_cost,DIRT_Plus_speed_bonus,DIRT_Extra_upgrade_cost,DIRT_Extra_speed_bonus,DIRT_Ultra_upgrade_cost,DIRT_Ultra_speed_bonus
1,140,200,50,20,0,60,0.05,125,0.1,0,0.2
2,65,200,50,20,0,60,0.05,125,0.1,0,0.2
3,100,200,50,20,0,60,0.05,125,0.1,0,0.2
4,140,200,50,20,0,60,0.05,125,0.1,0,0.2
5,75,200,50,20,0,60,0.05,125,0.1,0,0.2
6,150,200,50,20,0,60,0.05,125,0.1,0,0.2
7,90,200,50,20,0,60,0.05,125,0.1,0,0.2
8,55,200,50,20,0,60,0.05,125,0.1,0,0.2
9,130,200,50,20,0,60,0.05,125,0.1,0,0.2
10,200,200,50,20,0,60,0.05,125,0.1,0,0.2
11,30,200,50,20,0,60,0.05,125,0.1,0,0.2
12,160,200,50,20,0,60,0.05,125,0.1,0,0.2
13,160,200,50,20,0,60,0.05,125,0.1,0,0.2
14,105,200,50,20,0,60,0.05,125,0.1,0,0.2
15,220,200,50,20,0,60,0.05,125,0.1,0,0.2
16,120,200,50,20,0,60,0.05,125,0.1,0,0.2
17,170,200,50,20,0,60,0.05,125,0.1,0,0.2
18,65,200,50,20,0,60,0.05,125,0.1,0,0.2
19,120,200,50,20,0,60,0.05,125,0.1,0,0.2
20,95,200,50,20,0,60,0.05,125,0.1,0,0.2
21,150,200,50,20,0,60,0.05,125,0.1,0,0.2
22,160,200,50,20,0,60,0.05,125,0.1,0,0.2
23,120,200,50,20,0,60,0.05,125,0.1,0,0.2
24,150,200,50,20,0,60,0.05,125,0.1,0,0.2
25,200,200,50,20,0,60,0.05,125,0.1,0,0.2
26,45,200,50,20,0,60,0.05,125,0.1,0,0.2
27,170,200,50,20,0,60,0.05,125,0.1,0,0.2
28,80,200,50,20,0,60,0.05,125,0.1,0,0.2
29,150,200,50,20,0,60,0.05,125,0.1,0,0.2
30,150,200,50,20,0,60,0.05,125,0.1,0,0.2
