Instance ID,Final Coin,initial_amount,DIRT_Newcost,DIRT_Normal_upgrade_cost,DIRT_Normal_speed_bonus,DIRT_Plus_upgrade_cost,DIRT_Plus_speed_bonus,DIRT_Extra_upgrade_cost,DIRT_Extra_speed_bonus,DIRT_Ultra_upgrade_cost,DIRT_Ultra_speed_bonus
1,110,150,50,20,0,60,0.05,125,0.1,0,0.2
2,120,150,50,20,0,60,0.05,125,0.1,0,0.2
3,90,150,50,20,0,60,0.05,125,0.1,0,0.2
4,120,150,50,20,0,60,0.05,125,0.1,0,0.2
5,60,150,50,20,0,60,0.05,125,0.1,0,0.2
6,100,150,50,20,0,60,0.05,125,0.1,0,0.2
7,160,150,50,20,0,60,0.05,125,0.1,0,0.2
8,180,150,50,20,0,60,0.05,125,0.1,0,0.2
9,90,150,50,20,0,60,0.05,125,0.1,0,0.2
10,120,150,50,20,0,60,0.05,125,0.1,0,0.2
11,100,150,50,20,0,60,0.05,125,0.1,0,0.2
12,80,150,50,20,0,60,0.05,125,0.1,0,0.2
13,130,150,50,20,0,60,0.05,125,0.1,0,0.2
14,15,150,50,20,0,60,0.05,125,0.1,0,0.2
15,10,150,50,20,0,60,0.05,125,0.1,0,0.2
16,95,150,50,20,0,60,0.05,125,0.1,0,0.2
17,120,150,50,20,0,60,0.05,125,0.1,0,0.2
18,80,150,50,20,0,60,0.05,125,0.1,0,0.2
19,20,150,50,20,0,60,0.05,125,0.1,0,0.2
20,140,150,50,20,0,60,0.05,125,0.1,0,0.2
21,65,150,50,20,0,60,0.05,125,0.1,0,0.2
22,90,150,50,20,0,60,0.05,125,0.1,0,0.2
23,30,150,50,20,0,60,0.05,125,0.1,0,0.2
24,180,150,50,20,0,60,0.05,125,0.1,0,0.2
25,30,150,50,20,0,60,0.05,125,0.1,0,0.2
26,110,150,50,20,0,60,0.05,125,0.1,0,0.2
27,170,150,50,20,0,60,0.05,125,0.1,0,0.2
28,130,150,50,20,0,60,0.05,125,0.1,0,0.2
29,40,150,50,20,0,60,0.05,125,0.1,0,0.2
30,150,150,50,20,0,60,0.05,125,0.1,0,0.2
