Instance ID,Final Coin,initial_amount,DIRT_Newcost,DIRT_Normal_upgrade_cost,DIRT_Normal_speed_bonus,DIRT_Plus_upgrade_cost,DIRT_Plus_speed_bonus,DIRT_Extra_upgrade_cost,DIRT_Extra_speed_bonus,DIRT_Ultra_upgrade_cost,DIRT_Ultra_speed_bonus
1,60,100,50,20,0,60,0.05,125,0.1,0,0.2
2,85,100,50,20,0,60,0.05,125,0.1,0,0.2
3,140,100,50,20,0,60,0.05,125,0.1,0,0.2
4,60,100,50,20,0,60,0.05,125,0.1,0,0.2
5,10,100,50,20,0,60,0.05,125,0.1,0,0.2
6,60,100,50,20,0,60,0.05,125,0.1,0,0.2
7,110,100,50,20,0,60,0.05,125,0.1,0,0.2
8,60,100,50,20,0,60,0.05,125,0.1,0,0.2
9,30,100,50,20,0,60,0.05,125,0.1,0,0.2
10,90,100,50,20,0,60,0.05,125,0.1,0,0.2
11,100,100,50,20,0,60,0.05,125,0.1,0,0.2
12,140,100,50,20,0,60,0.05,125,0.1,0,0.2
13,110,100,50,20,0,60,0.05,125,0.1,0,0.2
14,60,100,50,20,0,60,0.05,125,0.1,0,0.2
15,90,100,50,20,0,60,0.05,125,0.1,0,0.2
16,20,100,50,20,0,60,0.05,125,0.1,0,0.2
17,50,100,50,20,0,60,0.05,125,0.1,0,0.2
18,40,100,50,20,0,60,0.05,125,0.1,0,0.2
19,90,100,50,20,0,60,0.05,125,0.1,0,0.2
20,60,100,50,20,0,60,0.05,125,0.1,0,0.2
21,40,100,50,20,0,60,0.05,125,0.1,0,0.2
22,0,100,50,20,0,60,0.05,125,0.1,0,0.2
23,30,100,50,20,0,60,0.05,125,0.1,0,0.2
24,150,100,50,20,0,60,0.05,125,0.1,0,0.2
25,160,100,50,20,0,60,0.05,125,0.1,0,0.2
26,90,100,50,20,0,60,0.05,125,0.1,0,0.2
27,40,100,50,20,0,60,0.05,125,0.1,0,0.2
28,30,100,50,20,0,60,0.05,125,0.1,0,0.2
29,45,100,50,20,0,60,0.05,125,0.1,0,0.2
30,50,100,50,20,0,60,0.05,125,0.1,0,0.2
