Instance ID,Final Coin,initial_amount,DIRT_Newcost,DIRT_Normal_upgrade_cost,DIRT_Normal_speed_bonus,DIRT_Plus_upgrade_cost,DIRT_Plus_speed_bonus,DIRT_Extra_upgrade_cost,DIRT_Extra_speed_bonus,DIRT_Ultra_upgrade_cost,DIRT_Ultra_speed_bonus
1,65,100,50,20,0,55,0.05,125,0.1,0,0.2
2,85,100,50,20,0,55,0.05,125,0.1,0,0.2
3,35,100,50,20,0,55,0.05,125,0.1,0,0.2
4,90,100,50,20,0,55,0.05,125,0.1,0,0.2
5,40,100,50,20,0,55,0.05,125,0.1,0,0.2
6,60,100,50,20,0,55,0.05,125,0.1,0,0.2
7,60,100,50,20,0,55,0.05,125,0.1,0,0.2
8,40,100,50,20,0,55,0.05,125,0.1,0,0.2
9,95,100,50,20,0,55,0.05,125,0.1,0,0.2
10,5,100,50,20,0,55,0.05,125,0.1,0,0.2
11,120,100,50,20,0,55,0.05,125,0.1,0,0.2
12,40,100,50,20,0,55,0.05,125,0.1,0,0.2
13,100,100,50,20,0,55,0.05,125,0.1,0,0.2
14,85,100,50,20,0,55,0.05,125,0.1,0,0.2
15,125,100,50,20,0,55,0.05,125,0.1,0,0.2
16,35,100,50,20,0,55,0.05,125,0.1,0,0.2
17,150,100,50,20,0,55,0.05,125,0.1,0,0.2
18,205,100,50,20,0,55,0.05,125,0.1,0,0.2
19,80,100,50,20,0,55,0.05,125,0.1,0,0.2
20,55,100,50,20,0,55,0.05,125,0.1,0,0.2
21,35,100,50,20,0,55,0.05,125,0.1,0,0.2
22,100,100,50,20,0,55,0.05,125,0.1,0,0.2
23,40,100,50,20,0,55,0.05,125,0.1,0,0.2
24,70,100,50,20,0,55,0.05,125,0.1,0,0.2
25,115,100,50,20,0,55,0.05,125,0.1,0,0.2
26,5,100,50,20,0,55,0.05,125,0.1,0,0.2
27,85,100,50,20,0,55,0.05,125,0.1,0,0.2
28,65,100,50,20,0,55,0.05,125,0.1,0,0.2
29,65,100,50,20,0,55,0.05,125,0.1,0,0.2
30,30,100,50,20,0,55,0.05,125,0.1,0,0.2
